title,url,page,text,Category,Rank,Hide,isFree,isTopRated,verified,premium,imgUrl,logoUrl
animatplot,https://github.com/t-makaro/animatplot,animatplot,A python package for animating plots build on matplotlib.,Data Visualization,410,,,,,,,https://github.com/t-makaro/animatplot/raw/master/docs/source/tutorial/images/multiblock.gif
ivis,https://beringresearch.github.io/ivis/,ivis,Dimensionality reduction in very large datasets using Siamese.,Data Visualization,330,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
transformers,https://huggingface.co/transformers,transformers,"ransformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",Natural Language Processing; Text Data & NLP,140000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
litellm,https://docs.litellm.ai/docs/,litellm,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, Replicate, Groq]",Natural Language Processing; Text Data & NLP,16000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
sentence-transformers,https://www.sbert.net/,sentence-transformers,State-of-the-Art Text Embeddings,Natural Language Processing; Text Data & NLP,16000,,,,,,,https://www.sbert.net/_static/logo.png
Tokenizers,https://huggingface.co/docs/tokenizers,Tokenizers,Fast State-of-the-Art Tokenizers optimized for Research and Production,Natural Language Processing; Text Data & NLP,9200,,,,,,,https://huggingface.co/front/assets/huggingface_logo-noborder.svg
Rasa,https://rasa.com/docs/rasa/,Rasa,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",Natural Language Processing; Text Data & NLP,19000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
NeMo,https://docs.nvidia.com/nemo-framework/user-guide/latest/overview.html,NeMo,"A scalable generative AI framework built for researchers and developers working on Large Language Models, Multimodal, and Speech AI (Automatic Speech Recognition and Text-to-Speech)",Natural Language Processing; Text Data & NLP,13000,,,,,,,https://docs.nvidia.com/nemo-framework/user-guide/latest/_static/nvidia-logo-horiz-rgb-blk-for-screen.svg
sentencepiece,https://github.com/google/sentencepiece,sentencepiece,Unsupervised text tokenizer for Neural Network-based text generation.,Natural Language Processing; Text Data & NLP,10000,,,,,,,https://github.com/google/sentencepiece/actions/workflows/cmake.yml/badge.svg
fairseq,https://github.com/facebookresearch/fairseq,fairseq,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,Natural Language Processing; Text Data & NLP,31000,,,,,,,https://github.com/facebookresearch/fairseq/raw/main/docs/fairseq_logo.png
TensorFlow Text,https://www.tensorflow.org/beta/tutorials/tensorflow_text/intro,TensorFlow Text,Making text a first-class citizen in TensorFlow.,Natural Language Processing; Text Data & NLP,1200,,,,,,,https://raw.githubusercontent.com/tensorflow/text/master/docs/include/tftext.png
spark-nlp,https://sparknlp.org/,spark-nlp,State of the Art Natural Language Processing,Natural Language Processing; Text Data & NLP,3900,,,,,,,https://github.com/JohnSnowLabs/spark-nlp/workflows/build/badge.svg
fastText,https://fasttext.cc/,fastText,Library for fast text representation and classification.,Natural Language Processing; Text Data & NLP,26000,,,,,,,https://fasttext.cc/img/fasttext-logo-color-web.png
dlib,https://dlib.net/,dlib,A toolkit for making real world machine learning and data analysis applications in C++,Machine Learning Frameworks,14000,,,,,,,https://github.com/davisking/dlib/actions/workflows/build_cpp.yml/badge.svg
ivy,https://ivy.dev/,ivy,Convert Machine Learning Code Between Frameworks,Machine Learning Frameworks,14000,,,,,,,https://raw.githubusercontent.com/ivy-llc/assets/refs/heads/main/assets/logos/ivy-long.svg
tensorpack,https://github.com/tensorpack/tensorpack,tensorpack,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility",Machine Learning Frameworks,6300,,,,,,,https://github.com/tensorpack/tensorpack/raw/master/.github/tensorpack.png
Turi Create,https://github.com/apple/turicreate,Turi Create,Turi Create simplifies the development of custom machine learning models.,Machine Learning Frameworks,11000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
dyNET,https://github.com/clab/dynet,dyNET,DyNet: The Dynamic Neural Network Toolkit,Machine Learning Frameworks,3400,,,,,,,https://github.com/clab/dynet/raw/master/doc/source/images/dynet_logo.png
CNTK,https://docs.microsoft.com/cognitive-toolkit/,CNTK,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit",Machine Learning Frameworks,18000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Lasagne,https://lasagne.readthedocs.org/,Lasagne,Lightweight library to build and train neural networks in Theano,Machine Learning Frameworks,3800,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
EvaDB,https://evadb.ai/docs,EvaDB,Database system for AI-powered apps,Machine Learning Frameworks,2600,,,,,,,https://raw.githubusercontent.com/georgia-tech-db/evadb/master/docs/images/evadb/evadb-full-logo.svg
NeuPy,https://neupy.com/,NeuPy,NeuPy is a Tensorflow based python library for prototyping and building neural networks,Machine Learning Frameworks,740,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
xLearn,https://xlearn-doc.readthedocs.io/en/latest/index.html,xLearn,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization machines (FM), and field-aware factorization machines (FFM) for Python and CLI interface.",Machine Learning Frameworks,3100,,,,,,,https://github.com/aksnzhy/xLearn/raw/master/img/xlearn_logo.png
neon,https://neon.nervanasys.com/docs/latest,neon,Reference deep learning framework committed to best performance on all hardware,Machine Learning Frameworks,3900,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Torchbearer,https://pytorchbearer.org/,Torchbearer,torchbearer: A model fitting library for PyTorch,Machine Learning Frameworks,640,,,,,,,https://raw.githubusercontent.com/pytorchbearer/torchbearer/master/docs/_static/img/logo_dark_text.svg?sanitize=true
elegy,https://poets-ai.github.io/elegy/,elegy,A High Level API for Deep Learning in JAX,Machine Learning Frameworks,470,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
StarSpace,https://github.com/facebookresearch/StarSpace,StarSpace,"Learning embeddings for classification, retrieval and ranking.",Machine Learning Frameworks,4000,,,,,,,https://github.com/facebookresearch/StarSpace/raw/main/examples/starspace.png
nanodl,https://github.com/HMUNACHI/nanodl,nanodl,A Jax-based library for designing and training transformer models from scratch.,Machine Learning Frameworks,280,,,,,,,https://github.com/HMUNACHI/nanodl/raw/main/assets/logo.jpg
missingno,https://github.com/ResidentMario/missingno,missingno,Missing data visualization module for Python.,Data Visualization,4000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Cufflinks,https://github.com/santosjorge/cufflinks,Cufflinks,Productivity Tools for Plotly + Pandas,Data Visualization,3000,,,,,,,https://github.com/santosjorge/cufflinks/raw/master/img/ukswaps.gif
Facets Overview,https://pair-code.github.io/facets/,Facets Overview,Visualizations for machine learning datasets,Data Visualization,7400,,,,,,,https://github.com/PAIR-code/facets/raw/master/img/overview-census.png
pythreejs,https://pythreejs.readthedocs.io/,pythreejs,A Jupyter - Three.js bridge,Data Visualization,960,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Sweetviz,https://github.com/fbdesignpro/sweetviz,Sweetviz,"Visualize and compare datasets, target values and associations, with one line of code.",Data Visualization,3000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
ridgeplot,https://ridgeplot.readthedocs.io/,ridgeplot,Beautiful ridgeline plots in Python,Data Visualization,200,,,,,,,https://github.com/tpvasconcelos/ridgeplot/raw/main/docs/_static/img/logo-wide.png#gh-light-mode-only
HiPlot,https://facebookresearch.github.io/hiplot/,HiPlot,HiPlot makes understanding high dimensional data easy,Data Visualization,2800,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
PandasGUI,https://github.com/adamerose/PandasGUI,PandasGUI,A GUI for Pandas DataFrames,Data Visualization,3200,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,Pandas-Bokeh,Bokeh Plotting Backend for Pandas and GeoPandas,Data Visualization,880,,,,,,,https://github.com/PatrikHlobil/Pandas-Bokeh/raw/master/docs/Images/Pandas-Bokeh-Logo.png
pivottablejs,https://nicolas.kruchten.com/content/2015/09/jupyter_pivottablejs/,pivottablejs,"Drag and drop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js",Data Visualization,690,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
joypy,https://github.com/leotac/joypy,joypy,Joyplots in Python with matplotlib & pandas.,Data Visualization,570,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
PDPbox,https://pdpbox.readthedocs.io/en/latest/,PDPbox,python partial dependence plot toolbox,Data Visualization,850,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Popmon,https://popmon.readthedocs.io/,Popmon,Monitor the stability of a Pandas or Spark dataframe.,Data Visualization,500,,,,,,,https://github.com/ing-bank/popmon/workflows/build/badge.svg
pdvega,https://altair-viz.github.io/pdvega/,pdvega,Interactive plotting for Pandas using Vega-Lite,Data Visualization,340,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
data-describe,https://github.com/data-describe/data-describe,data-describe,data-describe: Pythonic EDA Accelerator for Data Science,Data Visualization,300,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
nx-altair,https://github.com/Zsailer/nx_altair,nx-altair,Draw interactive NetworkX graphs with Altair,Data Visualization,220,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
nptsne,https://github.com/biovault/nptsne,nptsne,nptsne is a numpy compatible python binary package that offers a number of APIs for fast tSNE calculation.,Data Visualization,32,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
jellyfish,https://jamesturk.github.io/jellyfish/,jellyfish,A python library for doing approximate and phonetic matching of strings.,Text Data & NLP,2100,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
qdrant,https://cloud.qdrant.io/,qdrant,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also available in the cloud https://cloud.qdrant.io/",Text Data & NLP,21000,,,,,,,https://github.com/qdrant/qdrant/raw/master/docs/logo.svg
rubrix,https://docs.argilla.io/,rubrix,Argilla is a collaboration tool for AI engineers and domain experts to build high-quality datasets,Text Data & NLP,4200,,,,,,,https://github.com/dvsrepo/imgs/raw/main/rg.svg
ftfy,https://ftfy.readthedocs.org/,ftfy,"Fixes mojibake and other glitches in Unicode text, after the fact.",Text Data & NLP,3800,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
torchtext,https://pytorch.org/text,torchtext,"Models, data loaders and abstractions for language processing, powered by PyTorch",Text Data & NLP,3500,,,,,,,https://github.com/pytorch/text/raw/main/docs/source/_static/img/torchtext_logo.png
OpenNMT,https://opennmt.net/,OpenNMT,Open Source Neural Machine Translation and (Large) Language Models in PyTorch,Text Data & NLP,6800,,,,,,,https://github.com/OpenNMT/OpenNMT-py/workflows/Lint%20&%20Tests/badge.svg
DeepPavlov,https://deeppavlov.ai/,DeepPavlov,An open source library for deep learning end-to-end dialog systems and chatbots.,Text Data & NLP,6800,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Dedupe,https://docs.dedupe.io/,Dedupe,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",Text Data & NLP,4200,,,,,,,https://github.com/dedupeio/dedupe/workflows/tests/badge.svg
SciSpacy,https://allenai.github.io/scispacy/,SciSpacy,A full spaCy pipeline and models for scientific/biomedical documents.,Text Data & NLP,1700,,,,,,,https://github.com/allenai/scispacy/raw/main/docs/scispacy-logo.png
spacy-transformers,https://spacy.io/usage/embeddings-transformers,spacy-transformers,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy",Text Data & NLP,1400,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
snowballstemmer,https://snowballstem.org/,snowballstemmer,Snowball compiler and stemming algorithms,Text Data & NLP,770,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Sumy,https://miso-belica.github.io/sumy/,Sumy,Module for automatic summarization of text documents and HTML pages.,Text Data & NLP,3500,,,,,,,https://github.com/miso-belica/sumy/actions/workflows/run-tests.yml/badge.svg
